Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
Preprocess,4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,89,1,0,98.888889,1.111111,0,0.97792,0.008865,0.086274,2.612428,20.93717,109.929783,1074.288566,-964.358783,1.221442,11.93654,-10.715098,105.84289,1.176032,96.282269,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.984848,0.982759,0.988889,0.019192,0.980808,0.011111,0.98908,0.988889,0.98851,0.978731,0.984848,0.978834,0.97146,0.988889,0.002,0,0.015625,0,15.625,0,13388,124192,21544,98.888889,33.333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,90,0,0,100,0,0,1,0.00091,0.003995,0.268086,0.969492,109.929783,0.178746,109.751037,1.221442,0.001986,1.219456,109.751037,1.219456,99.8374,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,13792,124192,21544,100,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.002625,0.01134,0.775777,2.760467,110.586637,0.535012,110.051624,1.215238,0.005879,1.209359,110.051624,1.209359,99.516205,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.004,0,0,0,0,0,13388,124051,21685,100,34.065934,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.015385,0.120599,4.546415,29.358161,110.586637,2148.145485,-2037.558849,1.215238,23.605994,-22.390757,104.357941,1.146791,94.367587,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.984848,0.983051,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.978896,0.961785,0.942996,0.978022,0.002,0,0,0,0,0,13388,124051,21685,97.802198,33.333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.93614,0.023199,0.145926,6.855705,35.523506,110.586637,1086.107239,-975.520602,1.215238,11.935244,-10.720007,102.329409,1.124499,92.53325,0.965517,56,0,0,1,33,0.034483,2,1,0.965517,0.982456,0.95412,0.996865,0.996767,0.967033,0.006227,0.993773,0.032967,0.970187,0.967033,0.968043,0.946651,0.989394,0.96073,0.921196,0.967033,0.002,0,0,0,0,0,13792,124051,21685,96.703297,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.010149,0.086105,2.999141,20.960992,110.586637,1074.585536,-963.9989,1.215238,11.808632,-10.593395,107.893327,1.185641,97.564525,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.991379,0.993748,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.994048,0.9864,0.974879,0.989011,0.002,0,0,0,0,0,13388,124051,21685,98.901099,34.798535,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.001709,0.006537,0.505157,1.59139,110.586637,0.342367,110.244269,1.215238,0.003762,1.211475,110.244269,1.211475,99.690408,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,13388,124051,21685,100,33.333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.932725,0.024666,0.14886,7.289278,36.237774,110.586637,3222.550411,-3111.963775,1.215238,35.412642,-34.197404,100.156297,1.100619,90.568174,1,58,0.090909,3,0.909091,30,0,0,0.95082,1,0.97479,0.929721,0.954545,0.95082,0.967033,0.057942,0.942058,0.032967,0.968654,0.967033,0.965509,0.934856,0.953992,0.940518,0.929505,0.967033,0.002,0,0,0,0,0,13388,124051,21685,96.703297,33.699634,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.955707,0.014641,0.095503,4.326808,23.248753,110.586637,1076.081364,-965.494727,1.215238,11.82507,-10.609832,104.708555,1.150643,94.684636,1,58,0.060606,2,0.939394,31,0,0,0.966667,1,0.983051,0.952933,1,1,0.978022,0.038628,0.961372,0.021978,0.978755,0.978022,0.977678,0.956196,0.994356,0.989449,0.962173,0.978022,0.002,0,0,0,0,0,14196,124051,21685,98.901099,34.432234,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
Preprocess,5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,86,5,0,94.505495,5.494505,0,0.894038,0.034119,0.154246,10.015573,37.268168,111.733776,1087.487845,-975.754068,1.227844,11.950416,-10.722572,100.359007,1.102846,89.819758,0.982456,56,0.029412,1,0.970588,33,0.017544,1,0.982456,0.982456,0.982456,0.953044,0.976522,0.976209,0.945055,0.025806,0.974194,0.054945,0.951502,0.945055,0.946957,0.918517,0.978361,0.960039,0.885178,0.945055,0.002,0,0.015625,0,15.625,0,13792,124051,21685,97.802198,34.798535,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,88,2,0,97.777778,2.222222,0,0.957407,0.016814,0.117289,4.955037,28.46379,109.929783,10.447285,99.482498,1.221442,0.116081,1.105361,105.313105,1.170146,95.80034,0.964912,55,0,0,1,33,0.035088,2,1,0.964912,0.982143,0.953821,0.996279,0.996162,0.977778,0.001874,0.998126,0.022222,0.982716,0.977778,0.978968,0.960738,0.996706,0.980285,0.952381,0.977778,0.002,0,0,0,0,0,12984,124192,21544,97.777778,33.333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
Preprocess,5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,89,1,0,98.888889,1.111111,0,0.978287,0.010988,0.085346,3.238099,20.711925,109.929783,6.66216,103.267623,1.221442,0.074024,1.147418,106.91122,1.187902,97.2541,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.988889,0.000937,0.999063,0.011111,0.990278,0.988889,0.98915,0.98674,0.998577,0.987421,0.971242,0.988889,0.002,0,0,0,0,0,13388,124192,21544,98.888889,34.814815,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.956187,0.015273,0.121089,4.483324,29.257005,111.733776,2148.12331,-2036.389534,1.227844,23.605751,-22.377907,104.017031,1.143044,93.093632,1,57,0.058824,2,0.941176,32,0,0,0.966102,1,0.982759,0.953558,0.970588,0.966102,0.978022,0.036846,0.963154,0.021978,0.978767,0.978022,0.97638,0.958238,0.970588,0.95848,0.938697,0.978022,0.003,0,0,0,0,0,13792,124051,21685,97.802198,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.014904,0.095655,4.404428,23.285956,110.586637,9.794481,100.792155,1.215238,0.107632,1.107606,105.012267,1.153981,94.959274,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.98511,0.983343,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.98665,0.979578,0.942996,0.978022,0.002,0,0,0,0,0,13792,124051,21685,98.901099,33.699634,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.009571,0.082716,2.828415,20.136025,110.586637,5.455069,105.131567,1.215238,0.059946,1.155292,108.025296,1.187091,97.68386,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.998171,0.998143,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.998377,0.989201,0.974879,0.989011,0.002,0,0,0,0,0,12984,124051,21685,98.901099,33.333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
Preprocess,6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.00821,0.084954,2.426248,20.680758,110.586637,1074.175637,-963.589,1.215238,11.804128,-10.58889,108.303226,1.190145,97.935184,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.991379,0.993748,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.994048,0.9864,0.974879,0.989011,0.002,0,0,0,0,0,13792,124051,21685,98.901099,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.957106,0.012698,0.087019,3.752596,21.183455,110.586637,1075.342367,-964.755731,1.215238,11.816949,-10.601711,107.136496,1.177324,96.880147,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.989551,0.993748,0.978022,0.005311,0.994689,0.021978,0.979396,0.978022,0.978341,0.964338,0.993171,0.995608,0.962059,0.978022,0.002,0,0,0,0,0,13792,124051,21685,98.901099,34.065934,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.93623,0.024552,0.146879,7.255672,35.755729,110.586637,1086.350822,-975.764186,1.215238,11.937921,-10.722683,103.369666,1.13593,93.473921,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.991379,0.993748,0.967033,0.002747,0.997253,0.032967,0.976923,0.967033,0.969454,0.956059,0.991103,0.966833,0.924945,0.967033,0.002,0,0,0,0,0,13388,124051,21685,96.703297,34.798535,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.934673,0.023199,0.146448,6.855705,35.650584,110.586637,3222.245021,-3111.658384,1.215238,35.409286,-34.194048,101.971913,1.12057,92.209977,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.999739,0.999708,0.967033,0.021146,0.978854,0.032967,0.969966,0.967033,0.967739,0.95299,0.981704,0.957488,0.917151,0.967033,0.002,0,0,0,0,0,13388,124051,21685,96.703297,34.065934,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.934876,0.02223,0.125509,6.569387,30.553293,110.586637,1083.794481,-973.207845,1.215238,11.909829,-10.694592,102.904494,1.130819,93.053281,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.976228,0.976804,0.967033,0.024625,0.975375,0.032967,0.967033,0.967033,0.967033,0.942408,0.980689,0.974985,0.933813,0.967033,0.004,0,0,0,0,0,13792,124051,21685,97.802198,34.065934,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,87,3,0,96.666667,3.333333,0,0.934861,0.022861,0.143504,6.737153,34.825723,109.929783,2154.008527,-2044.078744,1.221442,23.933428,-22.711986,101.430919,1.12701,92.268825,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.966667,0.006388,0.993612,0.033333,0.969,0.966667,0.967451,0.95959,0.984968,0.959231,0.913725,0.966667,0.002,0,0,0,0,0,14600,124192,21544,96.666667,33.703704,'Number of leaves: 11\nSize of the tree: 21\n',21,11,11
Preprocess,6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,89,1,0,98.888889,1.111111,0,0.978287,0.012187,0.086177,3.591535,20.913691,109.929783,6.916435,103.013348,1.221442,0.076849,1.144593,106.656945,1.185077,97.022792,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.988889,0.000937,0.999063,0.011111,0.990278,0.988889,0.98915,0.98674,0.998403,0.987191,0.971242,0.988889,0.002,0,0,0,0,0,13388,124192,21544,98.888889,35.555556,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.002853,0.014531,0.837578,3.510871,111.733776,0.591647,111.142129,1.227844,0.006502,1.221342,111.142129,1.221342,99.470485,1,57,0,0,1,34,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,13792,124051,21685,100,34.798535,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.001709,0.006537,0.505157,1.59139,110.586637,0.342367,110.244269,1.215238,0.003762,1.211475,110.244269,1.211475,99.690408,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,13388,124051,21685,100,33.333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,7,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978025,0.009,0.086168,2.659541,20.976382,110.586637,1074.343191,-963.756554,1.215238,11.805969,-10.590731,106.446728,1.169744,96.256411,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.984587,0.982764,0.989011,0.019314,0.980686,0.010989,0.989197,0.989011,0.988635,0.978801,0.984617,0.97887,0.97151,0.989011,0.002,0,0,0,0,0,13792,124051,21685,98.901099,34.065934,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,7,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.957615,0.022847,0.129864,6.751738,31.613516,110.586637,2149.927522,-2039.340885,1.215238,23.625577,-22.410339,104.443567,1.147732,94.445017,0.965517,56,0,0,1,33,0.034483,2,1,0.965517,0.982456,0.95412,0.982759,0.987495,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.979203,0.960862,0.988095,0.974936,0.952485,0.978022,0.002,0,0,0,0,0,13388,124051,21685,97.802198,34.432234,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,7,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,86,5,0,94.505495,5.494505,0,0.890783,0.035251,0.170246,10.417412,41.444086,110.586637,2157.945612,-2047.358976,1.215238,23.713688,-22.49845,98.248977,1.079659,88.843444,1,58,0.060606,2,0.939394,31,0,0,0.966667,1,0.983051,0.952933,0.969697,0.966667,0.945055,0.041375,0.958625,0.054945,0.953114,0.945055,0.946157,0.918852,0.967644,0.944935,0.883239,0.945055,0.002,0,0,0,0,0,12984,124051,21685,96.703297,34.432234,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
Preprocess,7,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,87,4,0,95.604396,4.395604,0,0.914212,0.027067,0.137871,7.998759,33.562657,110.586637,1085.372911,-974.786274,1.215238,11.927175,-10.711937,101.390998,1.114187,91.684674,0.965517,56,0.030303,1,0.969697,32,0.034483,2,0.982456,0.965517,0.973913,0.929405,0.975967,0.976511,0.956044,0.025541,0.974459,0.043956,0.958598,0.956044,0.957,0.923021,0.980457,0.974799,0.911817,0.956044,0.002,0,0.015625,0,15.625,0,13388,124051,21685,97.802198,34.432234,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,7,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.009111,0.085467,2.692439,20.805614,110.586637,1074.365279,-963.778643,1.215238,11.806212,-10.590974,107.934865,1.186097,97.602086,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.993963,0.982535,0.971242,0.989011,0.001,0,0,0,0,0,13388,124051,21685,98.901099,34.065934,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,7,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.01541,0.121099,4.55388,29.479951,110.586637,2148.150546,-2037.563909,1.215238,23.60605,-22.390812,104.35288,1.146735,94.363011,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.984848,0.983051,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.977996,0.961785,0.942996,0.978022,0.001,0,0,0,0,0,13792,124051,21685,97.802198,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,7,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,88,2,0,97.777778,2.222222,0,0.955632,0.017832,0.121512,5.255086,29.488812,109.929783,1082.609647,-972.679864,1.221442,12.028996,-10.807554,101.743093,1.130479,92.552801,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.985114,0.983061,0.977778,0.023706,0.976294,0.022222,0.978381,0.977778,0.976079,0.964485,0.975263,0.95829,0.935257,0.977778,0.002,0,0,0,0,0,13792,124192,21544,97.777778,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,7,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,88,2,0,97.777778,2.222222,0,0.956374,0.016233,0.120472,4.783953,29.236371,109.929783,13.999955,95.929828,1.221442,0.155555,1.065887,103.566263,1.150736,94.211287,1,57,0,0,1,33,0,0,1,1,1,1,1,1,0.977778,0.005451,0.994549,0.022222,0.977778,0.977778,0.977778,0.972327,0.994927,0.968681,0.93956,0.977778,0.004,0,0,0,0,0,14196,124192,21544,97.777778,33.333333,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
Preprocess,8,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.002625,0.01134,0.775777,2.760467,110.586637,0.535012,110.051624,1.215238,0.005879,1.209359,110.051624,1.209359,99.516205,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,13388,124051,21685,100,34.065934,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,8,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.935659,0.023278,0.145408,6.878984,35.397422,110.586637,2154.238031,-2043.651394,1.215238,23.672945,-22.457708,102.313996,1.12433,92.519313,0.965517,56,0.030303,1,0.969697,32,0.034483,2,0.982456,0.965517,0.973913,0.929405,0.987461,0.991862,0.967033,0.021146,0.978854,0.032967,0.969587,0.967033,0.967989,0.938405,0.985205,0.968186,0.924638,0.967033,0.002,0,0,0,0,0,13792,124051,21685,96.703297,33.699634,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,8,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.934673,0.018958,0.127445,5.602307,31.0247,110.586637,1080.986101,-970.399464,1.215238,11.878968,-10.66373,103.375751,1.135997,93.479424,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.984848,0.983051,0.967033,0.021146,0.978854,0.032967,0.969966,0.967033,0.967739,0.95299,0.983818,0.967574,0.917151,0.967033,0.002,0,0,0,0,0,14600,124051,21685,97.802198,33.699634,'Number of leaves: 11\nSize of the tree: 21\n',21,11,11
Preprocess,8,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.935946,0.019086,0.124583,5.640289,30.32799,110.586637,1081.011636,-970.424999,1.215238,11.879249,-10.664011,105.03916,1.154276,94.983592,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.991379,0.993748,0.967033,0.006227,0.993773,0.032967,0.971477,0.967033,0.968036,0.951976,0.993118,0.983391,0.935827,0.967033,0.003,0,0,0,0,0,14600,124051,21685,97.802198,34.065934,'Number of leaves: 11\nSize of the tree: 21\n',21,11,11
Preprocess,8,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.011335,0.08692,3.349659,21.159424,110.586637,1074.839812,-964.253175,1.215238,11.811427,-10.596189,107.639051,1.182847,97.334592,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.991379,0.993748,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.994048,0.9864,0.974879,0.989011,0.002,0,0,0,0,0,13388,124051,21685,98.901099,35.531136,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,8,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.957297,0.016779,0.117084,4.958455,28.502407,110.586637,11.409265,99.177371,1.215238,0.125377,1.089861,105.762262,1.162223,95.637471,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.99791,0.99791,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.97924,0.967546,0.997076,0.978988,0.948899,0.978022,0.002,0,0,0,0,0,12984,124051,21685,97.802198,33.333333,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
Preprocess,8,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.934673,0.023788,0.145725,7.029611,35.474702,110.586637,2154.318839,-2043.732202,1.215238,23.673833,-22.458596,101.852679,1.11926,92.102158,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.999739,0.999708,0.967033,0.021146,0.978854,0.032967,0.969966,0.967033,0.967739,0.95299,0.986015,0.962673,0.917151,0.967033,0.002,0,0,0,0,0,13388,124051,21685,96.703297,34.065934,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,8,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,87,4,0,95.604396,4.395604,0,0.914433,0.031165,0.160397,9.148319,38.754537,111.733776,2157.313886,-2045.58011,1.227844,23.706746,-22.478902,101.051477,1.110456,90.439507,0.964912,55,0.058824,2,0.941176,32,0.035088,2,0.964912,0.964912,0.964912,0.906089,0.986068,0.990637,0.956044,0.042397,0.957603,0.043956,0.956044,0.956044,0.956044,0.913647,0.984912,0.973473,0.928339,0.956044,0.002,0,0,0,0,0,12984,124051,21685,96.703297,34.798535,'Number of leaves: 7\nSize of the tree: 13\n',13,7,7
Preprocess,8,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,89,1,0,98.888889,1.111111,0,0.978022,0.009375,0.083712,2.76293,20.315289,109.929783,1074.392576,-964.462793,1.221442,11.937695,-10.716253,107.249666,1.191663,97.561974,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.999468,0.999395,0.988889,0.019192,0.980808,0.011111,0.98908,0.988889,0.988828,0.977133,0.9935,0.991716,0.990566,0.988889,0.002,0,0,0,0,0,13792,124192,21544,98.888889,34.444444,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,8,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,88,2,0,97.777778,2.222222,0,0.9567,0.016272,0.121863,4.795417,29.573972,109.929783,2148.288566,-2038.358783,1.221442,23.869873,-22.648431,103.734371,1.152604,94.36421,0.982456,56,0,0,1,33,0.017544,1,1,0.982456,0.99115,0.976504,0.989633,0.993567,0.977778,0.005451,0.994549,0.022222,0.978189,0.977778,0.977833,0.965447,0.984752,0.965456,0.943142,0.977778,0.002,0,0,0,0,0,13792,124192,21544,97.777778,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,9,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.003663,0.01543,1.08248,3.756297,110.586637,0.755269,109.831368,1.215238,0.0083,1.206938,109.831368,1.206938,99.317034,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0.001,0,0,0,0,13388,124051,21685,100,34.798535,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
