Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
Preprocess,9,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.93623,0.021978,0.14825,6.494878,36.089331,110.586637,3222,-3111.413363,1.215238,35.406593,-34.191356,103.905878,1.141823,93.958801,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.991379,0.993748,0.967033,0.002747,0.997253,0.032967,0.976923,0.967033,0.969454,0.956059,0.982143,0.957239,0.924945,0.967033,0.001,0,0,0,0,0,13388,124051,21685,96.703297,33.333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,9,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.009035,0.060875,2.670117,14.819103,110.586637,2.342367,108.244269,1.215238,0.02574,1.189497,108.028722,1.187129,97.686959,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,13792,124051,21685,100,34.065934,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,9,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.93294,0.018803,0.124803,5.556729,30.381638,110.586637,1078.09699,-967.510354,1.215238,11.84722,-10.631982,102.692929,1.128494,92.861969,1,58,0.060606,2,0.939394,31,0,0,0.966667,1,0.983051,0.952933,1,1,0.967033,0.043024,0.956976,0.032967,0.968173,0.967033,0.962827,0.942709,0.992308,0.979274,0.897152,0.967033,0.003,0,0.015625,0,15.625,0,13388,124051,21685,98.901099,34.065934,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,9,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978456,0.009035,0.075768,2.670117,18.444568,110.586637,1074.342367,-963.755731,1.215238,11.80596,-10.590722,108.136496,1.188313,97.784415,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.989551,0.993748,0.989011,0.004396,0.995604,0.010989,0.989418,0.989011,0.989067,0.977614,0.99334,0.996015,0.990812,0.989011,0.002,0,0,0,0,0,13792,124051,21685,98.901099,33.699634,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,9,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978125,0.008714,0.083178,2.575162,20.248406,110.586637,1074.278281,-963.691645,1.215238,11.805256,-10.590018,108.021863,1.187053,97.680756,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.999739,0.999708,0.989011,0.019314,0.980686,0.010989,0.989197,0.989011,0.98895,0.977248,0.993747,0.991964,0.990615,0.989011,0.002,0,0,0,0,0,13792,124051,21685,98.901099,34.065934,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,9,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.955847,0.015834,0.119379,4.679106,29.061126,110.586637,2148.236529,-2037.649892,1.215238,23.606995,-22.391757,102.756672,1.129194,92.919611,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,1,1,0.978022,0.02371,0.97629,0.021978,0.978615,0.978022,0.976341,0.964749,0.986813,0.969131,0.935306,0.978022,0.002,0,0,0,0,0,13388,124051,21685,97.802198,33.699634,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,9,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.006218,0.023726,1.8252,5.732585,111.733776,1.3064,110.427377,1.227844,0.014356,1.213488,110.427377,1.213488,98.830793,1,57,0,0,1,34,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,13388,124051,21685,100,36.263736,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,9,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,87,3,0,96.666667,3.333333,0,0.935345,0.028384,0.145131,8.364768,35.22075,109.929783,1084.718445,-974.788662,1.221442,12.052427,-10.830985,100.45924,1.116214,91.384916,0.982456,56,0,0,1,33,0.017544,1,1,0.982456,0.99115,0.976504,0.998139,0.998081,0.966667,0.006388,0.993612,0.033333,0.969444,0.966667,0.967729,0.952693,0.988656,0.957884,0.917563,0.966667,0.004,0,0,0,0,0,13388,124192,21544,97.777778,38.518519,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,9,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,87,3,0,96.666667,3.333333,0,0.935345,0.023536,0.146213,6.936269,35.48326,109.929783,2154.238031,-2044.308248,1.221442,23.935978,-22.714536,101.654043,1.129489,92.471795,0.964912,55,0.030303,1,0.969697,32,0.035088,2,0.982143,0.964912,0.973451,0.928947,0.987241,0.991618,0.966667,0.021066,0.978934,0.033333,0.969246,0.966667,0.96763,0.938198,0.985025,0.967778,0.924484,0.966667,0.002,0,0,0,0,0,13792,124192,21544,96.666667,33.703704,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,10,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.957217,0.01541,0.121099,4.523545,29.259543,111.733776,2148.150546,-2036.416769,1.227844,23.60605,-22.378206,105.496362,1.159301,94.417611,1,57,0,0,1,34,0,0,1,1,1,1,1,1,0.978022,0.005552,0.994448,0.021978,0.978022,0.978022,0.978022,0.97247,0.985328,0.962127,0.940035,0.978022,0.002,0,0,0,0,0,14196,124051,21685,97.802198,33.333333,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
Preprocess,10,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.009951,0.08634,2.940736,21.018249,110.586637,1074.535012,-963.948376,1.215238,11.808077,-10.592839,107.765132,1.184232,97.448602,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.992913,0.982535,0.971242,0.989011,0.002,0,0,0,0,0,13388,124051,21685,98.901099,34.065934,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,10,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.933252,0.020778,0.127758,6.140167,31.100878,110.586637,2149.833728,-2039.247091,1.215238,23.624546,-22.409309,101.159473,1.111643,91.475314,1,58,0.060606,2,0.939394,31,0,0,0.966667,1,0.983051,0.952933,1,1,0.967033,0.043024,0.956976,0.032967,0.967766,0.967033,0.965388,0.941945,0.986644,0.968361,0.925974,0.967033,0.002,0,0.015625,0,15.625,0,14196,124051,21685,97.802198,34.065934,'Number of leaves: 10\nSize of the tree: 19\n',19,10,10
Preprocess,10,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.008767,0.064074,2.590853,15.597843,110.586637,2.458491,108.128146,1.215238,0.027016,1.188221,108.190297,1.188904,97.833066,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.999739,0.999708,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.999768,0.99844,0.974879,0.989011,0.003,0,0,0,0,0,13792,124051,21685,100,34.065934,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,10,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978553,0.00821,0.084954,2.426248,20.680758,110.586637,1074.175637,-963.589,1.215238,11.804128,-10.58889,108.303226,1.190145,97.935184,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.991379,0.993748,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98933,0.979723,0.994048,0.9864,0.974879,0.989011,0.002,0,0,0,0,0,13792,124051,21685,98.901099,33.333333,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,10,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.956974,0.018661,0.121487,5.514618,29.574214,110.586637,2148.839812,-2038.253175,1.215238,23.613624,-22.398387,105.17384,1.155756,95.105379,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.978956,0.974767,0.987588,0.967207,0.945,0.978022,0.002,0,0,0,0,0,13388,124051,21685,97.802198,35.531136,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,10,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,91,0,0,100,0,0,1,0.001709,0.006537,0.505157,1.59139,110.586637,0.342367,110.244269,1.215238,0.003762,1.211475,110.244269,1.211475,99.690408,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.002,0,0,0,0,0,13388,124051,21685,100,33.333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,10,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.936423,0.019184,0.121442,5.669258,29.563358,110.586637,2149.172634,-2038.585998,1.215238,23.617282,-22.402044,105.198455,1.156027,95.127638,0.965517,56,0,0,1,33,0.034483,2,1,0.965517,0.982456,0.95412,0.982759,0.987495,0.967033,0.006227,0.993773,0.032967,0.971917,0.967033,0.968214,0.945477,0.988384,0.982008,0.939665,0.967033,0.002,0,0,0,0,0,13792,124051,21685,97.802198,34.065934,'Number of leaves: 9\nSize of the tree: 17\n',17,9,9
Preprocess,10,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,89,1,0,98.888889,1.111111,0,0.97792,0.008865,0.086274,2.612428,20.93717,109.929783,1074.288566,-964.358783,1.221442,11.93654,-10.715098,105.84289,1.176032,96.282269,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.984848,0.982759,0.988889,0.019192,0.980808,0.011111,0.98908,0.988889,0.98851,0.978731,0.984848,0.978834,0.97146,0.988889,0.002,0,0,0,0,0,13388,124192,21544,98.888889,33.333333,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,10,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20201213.0356,818,90,88,2,0,97.777778,2.222222,0,0.956044,0.016151,0.118568,4.75963,28.7742,109.929783,1080.219303,-970.28952,1.221442,12.002437,-10.780995,103.579195,1.15088,94.223051,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,1,1,0.977778,0.020129,0.979871,0.022222,0.977969,0.977778,0.977717,0.965085,0.993281,0.977872,0.942946,0.977778,0.002,0,0,0,0,0,13388,124192,21544,97.777778,33.703704,'Number of leaves: 8\nSize of the tree: 15\n',15,8,8
Preprocess,1,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978025,0.007753,0.085711,2.291056,20.865236,110.586637,23.61377,86.972866,1.215238,0.259492,0.955746,106.703799,1.172569,96.488873,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.999478,0.999708,0.989011,0.019314,0.980686,0.010989,0.989197,0.989011,0.988635,0.978801,0.997835,0.992488,0.97151,0.989011,0,0,0,0,0,0,17887,124051,21685,98.901099,33.699634,?,?,?,?
Preprocess,1,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,91,0,0,100,0,0,1,0.00326,0.037942,0.963262,9.236536,110.586637,0.847376,109.739261,1.215238,0.009312,1.205926,109.739261,1.205926,99.233745,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17887,124051,21685,100,33.699634,?,?,?,?
Preprocess,1,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.934673,0.02263,0.14836,6.687672,36.116068,110.586637,87.680161,22.906475,1.215238,0.963518,0.25172,102.085074,1.121814,92.312306,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.988506,0.992041,0.967033,0.021146,0.978854,0.032967,0.969966,0.967033,0.967739,0.95299,0.984911,0.961139,0.917151,0.967033,0,0,0,0,0,0,17887,124051,21685,96.703297,33.699634,?,?,?,?
Preprocess,1,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.93623,0.022232,0.147537,6.570034,35.915808,110.586637,64.205623,46.381013,1.215238,0.705556,0.509681,103.854891,1.141263,93.912695,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,1,1,0.967033,0.002747,0.997253,0.032967,0.976923,0.967033,0.969454,0.956059,0.997846,0.979647,0.924945,0.967033,0,0,0,0,0,0,17887,124051,21685,96.703297,33.333333,?,?,?,?
Preprocess,1,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,84,7,0,92.307692,7.692308,0,0.851203,0.051401,0.226315,15.189769,55.093101,110.586637,186.913356,-76.326719,1.215238,2.053993,-0.838755,91.894746,1.009832,83.097514,0.965517,56,0.030303,1,0.969697,32,0.034483,2,0.982456,0.965517,0.973913,0.929405,0.992163,0.995991,0.923077,0.028288,0.971712,0.076923,0.938452,0.923077,0.928842,0.889886,0.989482,0.959044,0.827383,0.923077,0,0,0,0,0,0,17887,124051,21685,92.307692,33.333333,?,?,?,?
Preprocess,1,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.956913,0.016933,0.122769,5.003943,29.886405,110.586637,48.328293,62.258343,1.215238,0.53108,0.684158,104.180895,1.144845,94.20749,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.996865,0.998384,0.978022,0.005311,0.994689,0.021978,0.978429,0.978022,0.978078,0.96571,0.996786,0.978617,0.943193,0.978022,0,0,0,0,0,0,17887,124051,21685,97.802198,34.065934,?,?,?,?
Preprocess,1,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,91,0,0,100,0,0,1,0.000723,0.005274,0.213679,1.283944,110.586637,0.14522,110.441417,1.215238,0.001596,1.213642,110.441417,1.213642,99.868682,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17887,124051,21685,100,33.699634,?,?,?,?
Preprocess,1,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,91,0,0,100,0,0,1,0.000446,0.004652,0.131023,1.124105,111.733776,0.090109,111.643668,1.227844,0.00099,1.226853,111.643668,1.226853,99.919354,1,57,0,0,1,34,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17887,124051,21685,100,33.699634,?,?,?,?
Preprocess,1,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,818,90,90,0,0,100,0,0,1,0.000165,0.000931,0.048513,0.225948,109.929783,0.032146,109.897637,1.221442,0.000357,1.221085,109.897637,1.221085,99.970758,1,57,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17887,124192,21544,100,33.333333,?,?,?,?
Preprocess,1,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,818,90,88,2,0,97.777778,2.222222,0,0.956574,0.01491,0.121718,4.394001,29.538789,109.929783,215.215318,-105.285535,1.221442,2.391281,-1.169839,105.515144,1.17239,95.984128,0.982456,56,0.030303,1,0.969697,32,0.017544,1,0.982456,0.982456,0.982456,0.952153,0.977671,0.980493,0.977778,0.020129,0.979871,0.022222,0.979167,0.977778,0.978039,0.956436,0.981811,0.977853,0.965394,0.977778,0,0,0,0,0,0,17887,124192,21544,97.777778,33.333333,?,?,?,?
Preprocess,2,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.957427,0.015235,0.121114,4.502094,29.483415,110.586637,59.724499,50.862138,1.215238,0.656313,0.558925,106.252192,1.167607,96.080499,0.965517,56,0,0,1,33,0.034483,2,1,0.965517,0.982456,0.95412,0.99791,0.998888,0.978022,0.005311,0.994689,0.021978,0.979803,0.978022,0.978299,0.957854,0.996209,0.989316,0.965641,0.978022,0.001,0,0,0,0,0,17887,124051,21685,97.802198,33.699634,?,?,?,?
Preprocess,2,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,86,5,0,94.505495,5.494505,0,0.887876,0.036945,0.191269,10.91787,46.561752,110.586637,109.19452,1.392117,1.215238,1.19994,0.015298,94.560855,1.03913,85.508392,1,58,0.090909,3,0.909091,30,0,0,0.95082,1,0.97479,0.929721,0.985893,0.990455,0.945055,0.063253,0.936747,0.054945,0.941841,0.945055,0.941484,0.905365,0.983454,0.969542,0.860878,0.945055,0,0.001,0,0,0,0,17887,124051,21685,94.505495,33.333333,?,?,?,?
Preprocess,2,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,87,4,0,95.604396,4.395604,0,0.915349,0.029372,0.171184,8.680002,41.672368,110.586637,137.348528,-26.761891,1.215238,1.509324,-0.294087,101.605905,1.116548,91.879009,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.99582,0.99791,0.956044,0.003663,0.996337,0.043956,0.972028,0.956044,0.959871,0.945099,0.994021,0.971695,0.902619,0.956044,0,0,0,0,0,0,17887,124051,21685,95.604396,33.333333,?,?,?,?
Preprocess,2,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.93517,0.021546,0.141861,6.367309,34.53411,110.586637,39.020897,71.56574,1.215238,0.428801,0.786437,102.313545,1.124325,92.518905,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.967033,0.006227,0.993773,0.032967,0.969341,0.967033,0.967809,0.960151,0.997339,0.975408,0.913725,0.967033,0.001,0,0,0,0,0,17887,124051,21685,97.802198,34.065934,?,?,?,?
Preprocess,2,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,91,0,0,100,0,0,1,0.001054,0.011381,0.311454,2.770585,110.586637,0.221556,110.365081,1.215238,0.002435,1.212803,110.365081,1.212803,99.799654,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17887,124051,21685,100,33.699634,?,?,?,?
Preprocess,2,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,91,0,0,100,0,0,1,0.000144,0.000856,0.04254,0.208339,110.586637,0.02842,110.558216,1.215238,0.000312,1.214925,110.558216,1.214925,99.9743,1,58,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,17887,124051,21685,100,33.333333,?,?,?,?
Preprocess,2,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.956584,0.01756,0.125692,5.189156,30.598048,110.586637,76.425334,34.161302,1.215238,0.839839,0.375399,103.952545,1.142336,94.001001,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.996343,0.998143,0.978022,0.02023,0.97977,0.021978,0.978022,0.978022,0.978022,0.957792,0.996622,0.978871,0.946634,0.978022,0,0,0,0,0,0,17887,124051,21685,97.802198,33.699634,?,?,?,?
Preprocess,2,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978708,0.008762,0.086765,2.572037,20.963842,111.733776,9.168263,102.565513,1.227844,0.10075,1.127094,109.1347,1.199282,97.673867,1,57,0,0,1,34,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.989274,0.986808,0.999092,0.994126,0.971488,0.989011,0,0.001,0,0,0,0,17887,124051,21685,98.901099,33.699634,?,?,?,?
Preprocess,2,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,818,90,89,1,0,98.888889,1.111111,0,0.978448,0.008063,0.086306,2.376121,20.944989,109.929783,42.436775,67.493008,1.221442,0.47152,0.749922,107.689255,1.196547,97.961855,0.982456,56,0,0,1,33,0.017544,1,1,0.982456,0.99115,0.976504,0.99681,0.998329,0.988889,0.000937,0.999063,0.011111,0.990278,0.988889,0.98921,0.979656,0.997846,0.997553,0.974828,0.988889,0,0,0,0,0,0,17887,124192,21544,98.888889,33.703704,?,?,?,?
Preprocess,2,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,818,90,89,1,0,98.888889,1.111111,0,0.978022,0.007506,0.086071,2.211942,20.88775,109.929783,165.570456,-55.640673,1.221442,1.839672,-0.61823,107.623034,1.195811,97.901617,1,57,0.030303,1,0.969697,32,0,0,0.982759,1,0.991304,0.976206,0.979798,0.981605,0.988889,0.019192,0.980808,0.011111,0.98908,0.988889,0.988828,0.977133,0.983386,0.983257,0.990566,0.988889,0,0,0,0,0,0,17887,124192,21544,98.888889,33.333333,?,?,?,?
Preprocess,3,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.936571,0.021974,0.147909,6.450577,35.737248,111.733776,42.675622,69.058154,1.227844,0.468963,0.758881,103.537788,1.137778,92.664717,0.982456,56,0,0,1,34,0.017544,1,1,0.982456,0.99115,0.976927,1,1,0.967033,0.006467,0.993533,0.032967,0.96978,0.967033,0.968083,0.953322,0.998438,0.983529,0.918038,0.967033,0,0,0,0,0,0,17887,124051,21685,96.703297,33.333333,?,?,?,?
Preprocess,3,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.97839,0.009971,0.088059,2.946527,21.436632,110.586637,29.370212,81.216425,1.215238,0.32275,0.892488,107.731567,1.183863,97.418251,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.989011,0.000916,0.999084,0.010989,0.990385,0.989011,0.98927,0.986923,0.99867,0.988815,0.971242,0.989011,0,0,0,0,0,0,17887,124051,21685,98.901099,34.065934,?,?,?,?
Preprocess,3,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.957297,0.013963,0.112948,4.126255,27.495525,110.586637,50.935516,59.651121,1.215238,0.559731,0.655507,106.343048,1.168605,96.162657,0.982759,57,0,0,1,33,0.017241,1,1,0.982759,0.991304,0.976654,0.997388,0.998632,0.978022,0.001832,0.998168,0.021978,0.982906,0.978022,0.97924,0.967546,0.998073,0.996184,0.948899,0.978022,0,0,0,0,0,0,17887,124051,21685,98.901099,33.699634,?,?,?,?
Preprocess,3,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.95625,0.014843,0.121,4.386427,29.455735,110.586637,35.09586,75.490776,1.215238,0.385669,0.829569,104.465371,1.147971,94.464733,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,1,1,0.978022,0.02023,0.97977,0.021978,0.978208,0.978022,0.977961,0.965343,0.99867,0.988815,0.942996,0.978022,0,0,0,0,0,0,17887,124051,21685,97.802198,33.333333,?,?,?,?
Preprocess,3,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,89,2,0,97.802198,2.197802,0,0.956584,0.01468,0.12096,4.33824,29.445945,110.586637,22.294335,88.292301,1.215238,0.244993,0.970245,104.497876,1.148328,94.494126,1,58,0,0,1,33,0,0,1,1,1,1,1,1,0.978022,0.005311,0.994689,0.021978,0.978022,0.978022,0.978022,0.972711,0.9988,0.991562,0.93956,0.978022,0,0,0,0,0,0,17887,124051,21685,97.802198,33.333333,?,?,?,?
Preprocess,3,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,90,1,0,98.901099,1.098901,0,0.978025,0.010357,0.088884,3.060603,21.637456,110.586637,43.336566,67.250071,1.215238,0.476226,0.739012,106.12522,1.166211,95.965682,1,58,0.030303,1,0.969697,32,0,0,0.983051,1,0.991453,0.976351,0.989551,0.992937,0.989011,0.019314,0.980686,0.010989,0.989197,0.989011,0.988635,0.978801,0.98863,0.986298,0.97151,0.989011,0,0,0,0,0,0,17887,124051,21685,98.901099,34.065934,?,?,?,?
Preprocess,3,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1478242251770381214,20201213.0356,817,91,88,3,0,96.703297,3.296703,0,0.93517,0.022633,0.148428,6.688294,36.132708,110.586637,114.189921,-3.603285,1.215238,1.254834,-0.039597,102.26123,1.12375,92.471598,0.982759,57,0.030303,1,0.969697,32,0.017241,1,0.982759,0.982759,0.982759,0.952456,0.994775,0.99731,0.967033,0.021146,0.978854,0.032967,0.96978,0.967033,0.968024,0.945418,0.993808,0.970695,0.92105,0.967033,0,0,0,0,0,0,17887,124051,21685,96.703297,33.699634,?,?,?,?
